자치구/위도/경도
송파구/37.47999/127.14168
송파구/37.525181/127.106468
송파구/37.48091507/127.1266556
송파구/37.48119736/127.1346664
송파구/37.48147964/127.1313934
송파구/37.48180779/127.130951
송파구/37.48210526/127.1270218
송파구/37.48269272/127.1310349
송파구/37.48279953/127.1295471
송파구/37.53525162/127.1189346
송파구/37.48325458/127.1246299
송파구/37.48343658/127.1274185
송파구/37.48448181/127.1263199
송파구/37.53377151/127.1186523
송파구/37.48453522/127.127388
송파구/37.48497772/127.124855
송파구/37.48503494/127.128067
송파구/37.53169438/127.1197998
송파구/37.48540878/127.1236038
송파구/37.48548126/127.126236
송파구/37.48762131/127.1293182
송파구/37.48828506/127.1281281
송파구/37.4890588/127.1279548
송파구/37.48971939/127.1283951
송파구/37.48973214/127.1119962
송파구/37.51322174/127.1202316
송파구/37.49091745/127.1239206
송파구/37.49131012/127.1214676
송파구/37.49140167/127.1233444
송파구/37.50952911/127.1223373
송파구/37.49263/127.1224289
송파구/37.49321747/127.1333084
송파구/37.49336624/127.1315002
송파구/37.50725937/127.1116257
송파구/37.4943161/127.1353989
송파구/37.49442865/127.1270205
송파구/37.49607468/127.1306992
송파구/37.49638748/127.1303406
송파구/37.49762726/127.1196594
송파구/37.49800491/127.1303406
송파구/37.49916196/127.1185941
송파구/37.50440979/127.1023788
송파구/37.49923325/127.1199036
송파구/37.49939686/127.107561
송파구/37.49958038/127.1206665
송파구/37.50423085/127.1029802
송파구/37.5001564/127.1216965
송파구/37.50063705/127.1225281
송파구/37.50364304/127.0858994
송파구/37.50414155/127.0754542
송파구/37.50556564/127.0750885
송파구/37.50562286/127.0868301
송파구/37.50650787/127.0833664
송파구/37.50660075/127.0872436
송파구/37.50684176/127.0852716
송파구/37.50697327/127.0834808
송파구/37.5071455/127.0942402
송파구/37.50174332/127.1078949
송파구/37.50723267/127.0845413
송파구/37.50783412/127.0804199
송파구/37.50838852/127.0835724
송파구/37.50080872/127.0930634
송파구/37.50852585/127.0713272
송파구/37.51187538/127.0784147
송파구/37.5119046/127.0884603
송파구/37.5001297/127.0949783
송파구/37.51296876/127.0946666
송파구/37.51422882/127.0885544
송파구/37.51531999/127.0811546
송파구/37.51750878/127.1004088
송파구/37.51839066/127.1004257
송파구/37.51999664/127.1123886
송파구/37.52022552/127.1139221
송파구/37.497612/127.1403427
송파구/37.52022934/127.1119308
송파구/37.5217396/127.1053331
송파구/37.52203751/127.1072998
송파구/37.49633026/127.1533508
송파구/37.52209091/127.1044846
송파구/37.52303752/127.1051779
송파구/37.47737885/127.1470566
송파구/37.49537146/127.1533363
송파구/37.47752762/127.145462
송파구/37.47756195/127.1409836
송파구/37.47757043/127.1218028
송파구/37.47771072/127.1466141
송파구/37.4782753/127.1415024
송파구/37.4786291/127.1328679
송파구/37.47873818/127.1255951
송파구/37.48828948/127.1450331
송파구/37.47883132/127.1214562
송파구/37.47890369/127.1208983
송파구/37.47961426/127.1361542
송파구/37.53613852/127.1173108
송파구/37.47983551/127.1368256
송파구/37.47990036/127.1389542
송파구/37.48102951/127.1188431
송파구/37.48137665/127.1201172
송파구/37.48159409/127.1192169
송파구/37.4819603/127.1210251
송파구/37.48231888/127.1202316
송파구/37.4824847/127.1288919
송파구/37.48257065/127.120842
송파구/37.48273882/127.1190466
송파구/37.48320643/127.1152132
송파구/37.48411229/127.118306
송파구/37.48431396/127.1136093
송파구/37.48475647/127.1251984
송파구/37.48479422/127.117595
송파구/37.48526284/127.1327147
송파구/37.48558426/127.1292267
송파구/37.4855957/127.1133499
송파구/37.48602295/127.1250687
송파구/37.48620148/127.1311418
송파구/37.48665237/127.12957
송파구/37.48684311/127.1166229
송파구/37.48768822/127.1342204
송파구/37.48794174/127.1311646
송파구/37.48819267/127.123968
송파구/37.48822579/127.1436139
송파구/37.4890976/127.1264725
송파구/37.48927567/127.1315969
송파구/37.48968238/127.1443708
송파구/37.49029677/127.1366302
송파구/37.49037933/127.1322632
송파구/37.49072556/127.1138928
송파구/37.53587341/127.1132126
송파구/37.49076539/127.1370979
송파구/37.49091887/127.1474641
송파구/37.49162674/127.1242905
송파구/37.49166158/127.1318792
송파구/37.49197496/127.1375324
송파구/37.49217067/127.1572018
송파구/37.49223577/127.1464744
송파구/37.49247614/127.1418332
송파구/37.49265289/127.1238861
송파구/37.49289322/127.1368256
송파구/37.49289955/127.1243591
송파구/37.4929578/127.1517174
송파구/37.49297483/127.1517939
송파구/37.49299079/127.1518716
송파구/37.49301739/127.1517778
송파구/37.49302339/127.1476642
송파구/37.49302446/127.1475421
송파구/37.49302658/127.1475971
송파구/37.49305181/127.1379722
송파구/37.49306808/127.1475917
송파구/37.49309621/127.1318861
송파구/37.49316742/127.1518408
송파구/37.49321531/127.1518609
송파구/37.4932334/127.1517791
송파구/37.49325149/127.151932
송파구/37.49325642/127.1477406
송파구/37.49330963/127.1478237
송파구/37.49331282/127.147758
송파구/37.49331495/127.1476896
송파구/37.49335861/127.1310196
송파구/37.49336783/127.1486916
송파구/37.49337102/127.14876
송파구/37.4933774/127.1486272
송파구/37.49337878/127.1302295
송파구/37.49340932/127.148713
송파구/37.49342355/127.1376397
송파구/37.49342529/127.1489423
송파구/37.49344263/127.1477862
송파구/37.49344476/127.1476709
송파구/37.4934604/127.1488605
송파구/37.49347104/127.1489236
송파구/37.49347668/127.1477352
송파구/37.49347742/127.1489839
송파구/37.49351818/127.1477808
송파구/37.49351892/127.1489128
송파구/37.49358596/127.1485414
송파구/37.49363384/127.1485186
송파구/37.49366151/127.1484703
송파구/37.4936647/127.1485749
송파구/37.49367671/127.1307583
송파구/37.49373599/127.148823
송파구/37.49375727/127.1487439
송파구/37.49377217/127.1487975
송파구/37.49379983/127.1488538
송파구/37.49380835/127.148768
송파구/37.49416904/127.1252317
송파구/37.49421014/127.1588955
송파구/37.49424362/127.1399384
송파구/37.49430588/127.1594805
송파구/37.4943832/127.1387294
송파구/37.49448611/127.125607
송파구/37.49486866/127.1427057
송파구/37.4953014/127.1384167
송파구/37.49548453/127.1376426
송파구/37.49567705/127.1570822
송파구/37.49629242/127.1419511
송파구/37.49661672/127.1193828
송파구/37.49695587/127.149353
송파구/37.49695884/127.1339373
송파구/37.49705621/127.1319067
송파구/37.49729836/127.1444718
송파구/37.49739643/127.1587226
송파구/37.49761006/127.1264688
송파구/37.49764882/127.1081878
송파구/37.49765396/127.1240234
송파구/37.49775097/127.1085419
송파구/37.49785311/127.1088745
송파구/37.49789429/127.1425476
송파구/37.49808349/127.1213575
송파구/37.49829883/127.123273
송파구/37.49844453/127.1393831
송파구/37.49876022/127.1142654
송파구/37.49881782/127.1050226
송파구/37.49886703/127.1244049
송파구/37.4989357/127.1150131
송파구/37.49897766/127.1389465
송파구/37.4990894/127.1058402
송파구/37.49933279/127.1067982
송파구/37.49933811/127.1388412
송파구/37.49937446/127.0949059
송파구/37.49938369/127.1045898
송파구/37.49941169/127.1591266
송파구/37.49947457/127.1484916
송파구/37.49958038/127.0926285
송파구/37.4995814/127.1597978
송파구/37.49959846/127.1550139
송파구/37.49960942/127.1055966
송파구/37.4996109/127.0931168
송파구/37.49973297/127.1157303
송파구/37.49979401/127.160965
송파구/37.49997503/127.1343072
송파구/37.50000763/127.1486282
송파구/37.50000947/127.1066802
송파구/37.50007997/127.1593037
송파구/37.50022536/127.1152969
송파구/37.50026085/127.159073
송파구/37.50040054/127.1037827
송파구/37.50045713/127.1607628
송파구/37.50050117/127.1321207
송파구/37.50072169/127.134791
송파구/37.50073587/127.1227472
송파구/37.50097633/127.1189197
송파구/37.50099392/127.1336328
송파구/37.50103954/127.1318366
송파구/37.50114287/127.1336945
송파구/37.50114967/127.1246289
송파구/37.50125335/127.1449456
송파구/37.50126266/127.1250916
송파구/37.50137711/127.1152649
송파구/37.50169812/127.0871502
송파구/37.50170135/127.1457367
송파구/37.50170382/127.0900299
송파구/37.50175476/127.1399612
송파구/37.50191437/127.1230917
송파구/37.50199777/127.1290433
송파구/37.50238078/127.1540001
송파구/37.50239155/127.123872
송파구/37.50243203/127.1299572
송파구/37.50252151/127.0925903
송파구/37.50258381/127.1417697
송파구/37.5031395/127.1068954
송파구/37.50322495/127.1408216
송파구/37.50329289/127.1106536
송파구/37.50344413/127.1320976
송파구/37.50351572/127.0865157
송파구/37.50352655/127.1415739
송파구/37.50355894/127.1161843
송파구/37.50385666/127.0863266
송파구/37.50391083/127.1124691
송파구/37.50394821/127.1157303
송파구/37.50415715/127.1281017
송파구/37.50422968/127.0822952
송파구/37.50440979/127.1402206
송파구/37.50468826/127.1372375
송파구/37.50484233/127.1126898
송파구/37.50487418/127.1400149
송파구/37.50507132/127.1316341
송파구/37.50520325/127.1402893
송파구/37.50520476/127.0787599
송파구/37.50527633/127.0921521
송파구/37.5054512/127.1402283
송파구/37.50566873/127.1371683
송파구/37.50587579/127.079341
송파구/37.50588989/127.1001205
송파구/37.50597382/127.1405792
송파구/37.50600052/127.0957336
송파구/37.50601366/127.1340117
송파구/37.50613403/127.1027603
송파구/37.50616837/127.1105042
송파구/37.50632095/127.1409531
송파구/37.50633358/127.1102926
송파구/37.50633621/127.0837555
송파구/37.50640854/127.1176348
송파구/37.50688171/127.1314011
송파구/37.50716487/127.1369202
송파구/37.50718635/127.0980592
송파구/37.50731659/127.1129684
송파구/37.50741196/127.1131973
송파구/37.50770596/127.0941745
송파구/37.50772476/127.0809402
송파구/37.50806352/127.0863241
송파구/37.50818809/127.1322151
송파구/37.50838995/127.1294347
송파구/37.50841788/127.1322145
송파구/37.50858281/127.1178915
송파구/37.50860263/127.0978219
송파구/37.50916855/127.1231661
송파구/37.50941467/127.1159134
송파구/37.50944172/127.102737
송파구/37.50958633/127.1070557
송파구/37.5098053/127.1068163
송파구/37.51015749/127.0760571
송파구/37.51022355/127.1032178
